CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
1,2023-09-10,2023,REG,1,DEN,0,0,0,0,1,1,-7,0,5,9
2,2023-09-17,2023,REG,2,DEN,0,1,5,1,0,0,0,0,3,6
3,2023-09-24,2023,REG,3,DEN,0,5,15,0,0,0,0,0,13,5
4,2023-10-01,2023,REG,4,DEN,0,7,72,0,3,3,32,1,16,2
5,2023-10-08,2023,REG,5,DEN,0,9,68,0,4,3,21,1,21,0
6,2023-10-12,2023,REG,6,DEN,1,7,30,0,2,2,12,0,21,0
7,2023-10-22,2023,REG,7,DEN,0,5,45,0,2,1,1,0,10,6
8,2023-10-29,2023,REG,8,DEN,0,4,33,0,2,2,6,0,8,5
0,1970-01-01,2023,BYE,9,DEN,0,0,0,0,0,0,0,0,0,0
9,2023-11-13,2023,REG,10,DEN,0,6,8,0,2,2,4,0,11,6
10,2023-11-19,2023,REG,11,DEN,0,1,1,0,5,5,14,0,8,6
11,2023-11-26,2023,REG,12,DEN,0,2,4,0,0,0,0,0,2,6
12,2023-12-03,2023,REG,13,DEN,0,4,15,0,2,2,6,0,9,4
13,2023-12-10,2023,REG,14,DEN,0,5,25,0,2,1,7,0,13,5
14,2023-12-16,2023,REG,15,DEN,1,2,2,0,3,2,16,0,8,4
15,2023-12-24,2023,REG,16,DEN,0,6,37,0,5,4,30,0,17,7
16,2023-12-31,2023,REG,17,DEN,1,8,44,0,3,3,18,0,19,7
17,2024-01-07,2023,REG,18,DEN,0,4,6,0,0,0,0,0,9,2
18,2024-09-08,2024,REG,1,DEN,0,10,27,0,5,5,1,0,24,0
19,2024-09-15,2024,REG,2,DEN,0,3,6,0,0,0,0,0,17,0
20,2024-09-22,2024,REG,3,DEN,0,5,7,1,1,1,7,0,18,0
21,2024-09-29,2024,REG,4,DEN,0,9,46,0,1,1,0,0,21,1
22,2024-10-06,2024,REG,5,DEN,0,6,22,0,4,3,3,1,23,0
23,2024-10-13,2024,REG,6,DEN,0,3,8,0,2,2,17,0,14,2
24,2024-10-17,2024,REG,7,DEN,0,4,35,0,0,0,0,0,14,0
25,2024-10-27,2024,REG,8,DEN,0,8,47,0,1,1,9,1,23,0
26,2024-11-03,2024,REG,9,DEN,1,5,10,0,3,3,10,0,23,0
27,2024-11-10,2024,REG,10,DEN,1,2,12,0,0,0,0,0,7,0
28,2024-11-17,2024,REG,11,DEN,0,4,19,0,0,0,0,0,9,0
29,2024-11-24,2024,REG,12,DEN,0,7,44,0,1,0,0,0,20,0
30,2024-12-02,2024,REG,13,DEN,0,14,84,0,2,1,0,0,24,0
0,1970-01-01,2024,BYE,14,DEN,0,0,0,0,0,0,0,0,0,0
31,2024-12-15,2024,REG,15,DEN,1,7,21,0,3,3,13,0,15,0
0,1970-01-01,2024,DNP,16,DEN,0,0,0,0,0,0,0,0,0,0
32,2024-12-28,2024,REG,17,DEN,1,10,69,0,2,2,7,0,14,0
33,2025-01-05,2024,REG,18,DEN,1,16,39,0,2,2,9,0,30,0
34,2025-01-12,2024,POST,19,DEN,0,2,-2,0,1,1,0,0,8,0
