CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2023-09-10,2023,REG,1,CHI,0,5,20,1,7,6,35,0,29,39.2,13,46.4
2,2023-09-17,2023,REG,2,CHI,0,4,32,0,2,2,10,0,22,41.5,8,29.6
3,2023-09-24,2023,REG,3,CHI,0,8,38,0,2,2,11,0,23,45.1,11,44.0
4,2023-10-01,2023,REG,4,CHI,0,5,13,0,1,1,2,0,16,22.2,11,42.3
5,2023-10-05,2023,REG,5,CHI,0,3,19,0,0,0,0,0,6,9.4,5,16.7
0,,2023,DNP,6,CHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,7,CHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
6,2023-10-29,2023,REG,8,CHI,0,6,21,0,4,3,10,0,24,36.4,11,50.0
7,2023-11-05,2023,REG,9,CHI,0,2,6,0,1,1,9,0,20,29.4,13,54.2
8,2023-11-09,2023,REG,10,CHI,0,5,18,0,6,4,14,0,30,41.7,16,57.1
9,2023-11-19,2023,REG,11,CHI,0,6,30,0,0,0,0,0,25,33.3,13,50.0
10,2023-11-27,2023,REG,12,CHI,0,10,35,0,5,5,40,0,52,74.3,2,10.0
0,,2023,BYE,13,CHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
11,2023-12-10,2023,REG,14,CHI,0,1,6,0,0,0,0,0,20,28.2,10,41.7
12,2023-12-17,2023,REG,15,CHI,0,5,36,0,6,4,24,0,36,49.3,9,25.7
13,2023-12-24,2023,REG,16,CHI,0,9,37,0,3,3,16,0,32,45.7,10,34.5
14,2023-12-31,2023,REG,17,CHI,0,7,21,1,3,3,38,0,36,48.6,12,37.5
15,2024-01-07,2023,REG,18,CHI,0,5,20,0,0,0,0,0,24,50.0,8,44.4
0,,2024,DNP,1,CHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
16,2024-09-15,2024,REG,2,CHI,0,0,0,0,0,0,0,0,0,0.0,15,50.0
17,2024-09-22,2024,REG,3,CHI,0,8,30,0,5,4,32,0,33,36.7,13,56.5
18,2024-09-29,2024,REG,4,CHI,0,7,26,1,0,0,0,0,22,36.7,1,3.8
19,2024-10-06,2024,REG,5,CHI,0,10,25,2,0,0,0,0,23,30.7,13,50.0
20,2024-10-13,2024,REG,6,CHI,0,5,8,0,3,2,25,0,18,27.3,3,12.5
0,,2024,BYE,7,CHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
21,2024-10-27,2024,REG,8,CHI,0,2,6,1,0,0,0,0,17,27.0,9,34.6
22,2024-11-03,2024,REG,9,CHI,0,3,13,0,3,2,8,0,28,37.8,12,42.9
23,2024-11-10,2024,REG,10,CHI,0,1,-4,0,2,1,5,0,20,33.3,9,33.3
24,2024-11-17,2024,REG,11,CHI,0,10,33,1,1,1,8,0,30,41.7,4,22.2
25,2024-11-24,2024,REG,12,CHI,0,2,2,1,1,1,10,0,29,38.2,8,25.8
26,2024-11-28,2024,REG,13,CHI,0,0,0,0,0,0,0,0,2,3.0,6,25.0
0,,2024,DNP,14,CHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2024,DNP,15,CHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
27,2024-12-22,2024,REG,16,CHI,0,1,3,0,0,0,0,0,17,26.6,11,44.0
28,2024-12-26,2024,REG,17,CHI,0,4,5,0,0,0,0,0,20,32.8,12,57.1
29,2025-01-05,2024,REG,18,CHI,0,2,3,0,5,5,16,0,13,21.0,16,59.3
