CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
0,1970-01-01,2023,DNP,1,MIA,0,0,0,0,0,0,0,0,0,0.0,0,0.0
1,2023-09-17,2023,REG,2,MIA,0,1,5,0,1,1,4,0,6,9.5,1,4.0
2,2023-09-24,2023,REG,3,MIA,0,18,203,2,4,4,30,2,30,41.1,0,0.0
3,2023-10-01,2023,REG,4,MIA,0,8,101,2,5,3,19,0,39,60.0,1,3.6
4,2023-10-08,2023,REG,5,MIA,1,11,151,1,1,1,14,0,26,48.1,4,15.4
0,1970-01-01,2023,DNP,6,MIA,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,7,MIA,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,8,MIA,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,9,MIA,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,BYE,10,MIA,0,0,0,0,0,0,0,0,0,0.0,0,0.0
5,2023-11-19,2023,REG,11,MIA,1,1,1,0,1,1,4,0,3,4.3,1,3.8
0,1970-01-01,2023,DNP,12,MIA,0,0,0,0,0,0,0,0,0,0.0,0,0.0
6,2023-12-03,2023,REG,13,MIA,0,17,73,2,4,3,30,0,37,60.7,0,0.0
7,2023-12-11,2023,REG,14,MIA,0,7,47,0,9,5,24,0,33,45.8,0,0.0
8,2023-12-17,2023,REG,15,MIA,0,9,32,0,3,3,30,0,24,39.3,0,0.0
9,2023-12-24,2023,REG,16,MIA,0,7,24,0,3,1,7,0,36,55.4,0,0.0
10,2023-12-31,2023,REG,17,MIA,1,14,107,0,5,4,30,1,33,47.8,0,0.0
11,2024-01-07,2023,REG,18,MIA,1,10,56,1,1,1,5,0,33,63.5,0,0.0
12,2024-01-13,2023,POST,19,MIA,0,6,9,0,6,3,21,0,23,37.7,0,0.0
13,2024-09-08,2024,REG,1,MIA,0,10,24,1,7,7,76,0,37,52.1,3,12.0
14,2024-09-12,2024,REG,2,MIA,1,22,96,0,7,7,69,1,47,61.8,0,0.0
15,2024-09-22,2024,REG,3,MIA,1,11,30,0,5,3,28,0,45,73.8,3,11.1
16,2024-09-30,2024,REG,4,MIA,1,10,15,0,3,3,14,0,44,73.3,0,0.0
17,2024-10-06,2024,REG,5,MIA,1,3,18,0,1,1,-1,0,11,14.1,0,0.0
0,1970-01-01,2024,BYE,6,MIA,0,0,0,0,0,0,0,0,0,0.0,0,0.0
18,2024-10-20,2024,REG,7,MIA,1,15,77,0,3,2,8,0,40,58.0,0,0.0
19,2024-10-27,2024,REG,8,MIA,1,10,97,0,8,6,50,1,38,58.5,0,0.0
20,2024-11-03,2024,REG,9,MIA,1,12,63,1,8,8,58,1,42,68.9,0,0.0
21,2024-11-11,2024,REG,10,MIA,1,12,37,0,5,5,15,0,37,69.8,0,0.0
22,2024-11-17,2024,REG,11,MIA,1,17,73,1,4,4,32,0,42,61.8,0,0.0
23,2024-11-24,2024,REG,12,MIA,1,10,32,0,4,3,24,2,36,52.9,0,0.0
24,2024-11-28,2024,REG,13,MIA,1,7,14,0,9,8,56,1,49,69.0,0,0.0
25,2024-12-08,2024,REG,14,MIA,1,14,24,1,7,6,45,0,60,83.3,0,0.0
26,2024-12-15,2024,REG,15,MIA,1,12,41,0,7,7,35,0,45,66.2,0,0.0
27,2024-12-22,2024,REG,16,MIA,1,17,120,1,7,6,70,0,50,74.6,0,0.0
28,2024-12-29,2024,REG,17,MIA,1,10,25,0,2,2,13,0,32,53.3,0,0.0
29,2025-01-05,2024,REG,18,MIA,1,11,121,1,0,0,0,0,49,70.0,0,0.0
